okved,cluster
TRIM38,Singleton
HCRTR1,Singleton
RING1,Singleton
MRPL1,Singleton
HELB,Singleton
APOBEC3C,Singleton
MIB2,Singleton
RPL26L1,Singleton
DNAJC22,Singleton
UPF2,Singleton
FBXO6,Singleton
FOXE1,Singleton
CCDC117,Singleton
ODF2L,Singleton
MOB4,Singleton
GTF2E1,Singleton
SLC52A2,Singleton
VPS52,Singleton
OST4,Singleton
POLR2M,Singleton
RCBTB1,Singleton
CCDC12,Singleton
HEATR3,Singleton
AFTPH,Singleton
MRPL36,Singleton
NDUFB1,Singleton
HDDC3,Singleton
IFIT5,Singleton
ZMYM6,Singleton
TNIP2,Singleton
MBIP,Singleton
HECTD3,Singleton
IPO11,Singleton
SDCCAG8,Singleton
ZFYVE1,Singleton
NARS2,Singleton
CENPL,Singleton
FAM91A1,Singleton
VPS18,Singleton
CCDC137,Singleton
B3GALT6,Singleton
ANKRD49,Singleton
TYW5,Singleton
ZNF813,Singleton
CPSF3,Singleton
FICD,Singleton
TTC17,Singleton
SPATA5L1,Singleton
DCUN1D3,Singleton
ZNF141,Singleton
TBCK,Singleton
MIF4GD,Singleton
TRMT12,Singleton
ZNF107,Singleton
SRP54,Singleton
TRMT1L,Singleton
MFSD5,Singleton
CCDC77,Singleton
TBL1Y,Singleton
BCL2L12,Singleton
MRPS17,Singleton
POLR3C,Singleton
GPN1,Singleton
DNLZ,Singleton
PROSER1,Singleton
RPF1,Singleton
ISY1,Singleton
RTN4IP1,Singleton
SCAF4,Singleton
SP140L,Singleton
PTGR2,Singleton
ZDHHC16,Singleton
SLC35F6,Singleton
ZNF654,Singleton
LENEP,Singleton
NDUFAF7,Singleton
RIC1,Singleton
P2RY11,Singleton
BOD1L1,Singleton
ZNF430,Singleton
TTI1,Singleton
SDE2,Singleton
PTRH1,Singleton
GPR89A,Singleton
ZNF564,Singleton
ZNF284,Singleton
ZNF799,Singleton
FPGT-TNNI3K,Singleton
PTS,Singleton
UBL3,Singleton
MGMT,Singleton
DNMT3B,Singleton
REEP6,Singleton
COPS4,Singleton
FZD3,Singleton
SRGAP3,Singleton
GALNT10,Singleton
HP1BP3,Singleton
TYRO3,Singleton
BTBD3,Singleton
NEK6,Singleton
ACVR2B,Singleton
PPP1R1A,Singleton
ARHGAP24,Singleton
SEL1L,Singleton
PSMD5,Singleton
PCDHGC3,Singleton
SALL2,Singleton
MRPS36,Singleton
ASAP1,Singleton
FRMD4B,Singleton
B4GALNT1,Singleton
GLG1,Singleton
BOLA1,Singleton
CBX2,Singleton
UBE2L3,Singleton
CUEDC1,Singleton
TMEM132A,Singleton
ANKFY1,Singleton
SYBU,Singleton
GCNT1,Singleton
XPC,Singleton
SLC16A10,Singleton
SMARCE1,Singleton
SMURF1,Singleton
XYLT1,Singleton
TM9SF4,Singleton
GEMIN4,Singleton
NUP160,Singleton
SLC47A1,Singleton
OPN3,Singleton
SEC22B,Singleton
RFK,Singleton
PHPT1,Singleton
MKLN1,Singleton
PCYT1A,Singleton
POLH,Singleton
PIAS1,Singleton
SAR1A,Singleton
M6PR,Singleton
SEC13,Singleton
PTER,Singleton
NCSTN,Singleton
SNX13,Singleton
BBS2,Singleton
RCOR2,Singleton
UBE2V1,Singleton
SLC39A13,Singleton
THOC5,Singleton
CLEC11A,Singleton
GCSH,Singleton
MSH3,Singleton
VTI1B,Singleton
BTAF1,Singleton
ZBTB44,Singleton
FRYL,Singleton
CCNK,Singleton
PEX1,Singleton
MBD1,Singleton
NAT1,Singleton
TMEM119,Singleton
RAB3IP,Singleton
STAU2,Singleton
ARMCX3,Singleton
IPO8,Singleton
DNAJC7,Singleton
PDE6A,Singleton
VPS54,Singleton
MOCS2,Singleton
FAM120C,Singleton
GPR135,Singleton
RECQL,Singleton
HVCN1,Singleton
LONRF3,Singleton
ISCA1,Singleton
SNRNP25,Singleton
MECR,Singleton
KNSTRN,Singleton
CREB3,Singleton
NUP37,Singleton
KLHDC3,Singleton
SHBG,Singleton
UROS,Singleton
TDRKH,Singleton
DCAF4,Singleton
HMBOX1,Singleton
MKRN3,Singleton
KLHL12,Singleton
FAM78A,Singleton
UBXN6,Singleton
VPS37A,Singleton
SNAPC5,Singleton
ZNF664,Singleton
HRH4,Singleton
PEX11B,Singleton
MEAF6,Singleton
ZBTB43,Singleton
STOML1,Singleton
INSRR,Singleton
TM2D3,Singleton
NEU3,Singleton
KBTBD8,Singleton
GDPD1,Singleton
RTF1,Singleton
SLC25A17,Singleton
DDO,Singleton
TSNAX,Singleton
GNAT2,Singleton
DPP8,Singleton
S100PBP,Singleton
PSMG2,Singleton
IL4I1,Singleton
CDKN2AIPNL,Singleton
DDA1,Singleton
PRICKLE3,Singleton
TRIT1,Singleton
JMJD4,Singleton
DCUN1D1,Singleton
MRPL50,Singleton
GPR18,Singleton
AURKC,Singleton
UBLCP1,Singleton
ZSCAN5A,Singleton
SCN11A,Singleton
GGNBP2,Singleton
CEP63,Singleton
PPFIA1,Singleton
ACAD9,Singleton
SURF2,Singleton
SARNP,Singleton
UBE2Q1,Singleton
RHBDD3,Singleton
SLC10A3,Singleton
KLHDC4,Singleton
SETD6,Singleton
UQCC2,Singleton
PRPF38A,Singleton
PCDHA5,Singleton
KEL,Singleton
GTPBP3,Singleton
SFR1,Singleton
C8G,Singleton
ZBTB32,Singleton
EARS2,Singleton
COA3,Singleton
GFM2,Singleton
NPC1L1,Singleton
PDE6G,Singleton
DCHS2,Singleton
TRAPPC8,Singleton
SLC1A6,Singleton
KDM1B,Singleton
COX14,Singleton
SLC12A1,Singleton
PCDHA9,Singleton
TKTL1,Singleton
MITD1,Singleton
SLC39A3,Singleton
LIPT1,Singleton
ISCA2,Singleton
FAM186A,Singleton
SLC10A7,Singleton
SH2D3A,Singleton
SUSD3,Singleton
RBMX2,Singleton
TRMT61B,Singleton
FAM118B,Singleton
RFESD,Singleton
TMEM101,Singleton
YBEY,Singleton
VIPAS39,Singleton
TMEM60,Singleton
ATG101,Singleton
ZNF101,Singleton
POC5,Singleton
CENPC,Singleton
NAIF1,Singleton
ZSWIM3,Singleton
DUS2,Singleton
SLC25A30,Singleton
SLC25A25,Singleton
SUZ12,Singleton
MTF2,Singleton
PNN,Singleton
GTF2B,Singleton
POLE4,Singleton
DDX46,Singleton
OTUD4,Singleton
SETX,Singleton
PSTPIP2,Singleton
MLLT10,Singleton
NFYA,Singleton
CNOT6,Singleton
USP3,Singleton
NFX1,Singleton
PITRM1,Singleton
ARFGEF1,Singleton
SMYD2,Singleton
SRSF10,Singleton
XRCC4,Singleton
CEP350,Singleton
DUSP11,Singleton
TRIM24,Singleton
FBXO21,Singleton
CSNK1G1,Singleton
PEX5,Singleton
TOP3A,Singleton
SLTM,Singleton
TDG,Singleton
MKRN1,Singleton
TIAL1,Singleton
CLCN6,Singleton
MAST4,Singleton
THSD4,Singleton
KDM4C,Singleton
RNF2,Singleton
GOLGA4,Singleton
UBN2,Singleton
MBD4,Singleton
SMG6,Singleton
NUP54,Singleton
SAP30,Singleton
MED14,Singleton
HNRNPDL,Singleton
PIKFYVE,Singleton
XPR1,Singleton
SLC41A1,Singleton
IL10RB,Singleton
FOXK1,Singleton
TRAK1,Singleton
ZBTB10,Singleton
SLC4A3,Singleton
PARP8,Singleton
PCDHA2,Singleton
MTMR3,Singleton
CDK8,Singleton
FAF1,Singleton
CAMSAP1,Singleton
PRPF6,Singleton
HLX,Singleton
RSF1,Singleton
CD1D,Singleton
PRKRA,Singleton
NPAT,Singleton
ZNF292,Singleton
RNPEPL1,Singleton
LSM14B,Singleton
FAM135A,Singleton
SREK1,Singleton
MCTP2,Singleton
HMGCL,Singleton
HCFC2,Singleton
R3HDM1,Singleton
MLKL,Singleton
TRABD,Singleton
MED24,Singleton
JMY,Singleton
PELP1,Singleton
ZNF207,Singleton
FAM53C,Singleton
ALG13,Singleton
DCTN2,Singleton
TXNRD2,Singleton
BRD3,Singleton
MYSM1,Singleton
PHACTR4,Singleton
MED17,Singleton
CEP192,Singleton
RAVER2,Singleton
DHX36,Singleton
SHPRH,Singleton
AGTRAP,Singleton
IL24,Singleton
ZNF24,Singleton
DRG1,Singleton
INO80,Singleton
MAGI3,Singleton
DHPS,Singleton
CCDC50,Singleton
FCHO2,Singleton
ARFGAP2,Singleton
SIM2,Singleton
CC2D1A,Singleton
ENTPD6,Singleton
LPCAT2,Singleton
COX15,Singleton
TOMM6,Singleton
POT1,Singleton
NSMCE4A,Singleton
ZDHHC21,Singleton
PCDHA4,Singleton
RILPL1,Singleton
ACTR1B,Singleton
ATP6V1G2,Singleton
MTCL1,Singleton
ZDBF2,Singleton
SLC25A38,Singleton
CNIH4,Singleton
SRSF4,Singleton
OMA1,Singleton
GRM6,Singleton
DET1,Singleton
HECTD2,Singleton
MSL3,Singleton
PCDHA3,Singleton
GPRIN1,Singleton
KRTCAP2,Singleton
AQP11,Singleton
TRIM7,Singleton
LIX1L,Singleton
SNX25,Singleton
NKRF,Singleton
URGCP,Singleton
MRI1,Singleton
UCKL1,Singleton
ZNF521,Singleton
SLC25A27,Singleton
ZNF711,Singleton
PUS3,Singleton
UNK,Singleton
PHF23,Singleton
GPR63,Singleton
NRG4,Singleton
FAM3A,Singleton
NAT9,Singleton
NME1-NME2,Singleton
BTNL8,Singleton
RRP36,Singleton
GALNT4,Singleton
CEP128,Singleton
ZNF483,Singleton
ZNF622,Singleton
CCDC138,Singleton
ART5,Singleton
RWDD2B,Singleton
CCDC18,Singleton
TMEM128,Singleton
FBXW12,Singleton
MICU2,Singleton
MANBAL,Singleton
KCTD21,Singleton
SLC51B,Singleton
ZNF850,Singleton
MOB2,Singleton
CCDC150,Singleton
ZNF641,Singleton
ABHD17B,Singleton
AP5M1,Singleton
DNAJC25,Singleton
RWDD4,Singleton
ZGRF1,Singleton
GPATCH2L,Singleton
ZNF766,Singleton
ACTR3C,Singleton
MAP1LC3B2,Singleton
ZNF100,Singleton
TSPO2,Singleton
OVCA2,Singleton
GATB,Singleton
FCRL1,Singleton
KIR2DL4,Singleton
LILRA4,Singleton
FCRL3,Singleton
AQP10,Singleton
S100Z,Singleton
PRSS57,Singleton
KIR2DS4,Singleton
TMIGD2,Singleton
OR2W3,Singleton
LIPC,Singleton
GYPC,Singleton
KANK1,Singleton
TNXB,Singleton
UNC13D,Singleton
LY86,Singleton
ABCC9,Singleton
SGCD,Singleton
ADAMTS9,Singleton
LTB,Singleton
BCAM,Singleton
SCARA3,Singleton
CR1,Singleton
LSAMP,Singleton
FBLIM1,Singleton
LRRC32,Singleton
NTN4,Singleton
CD247,Singleton
PLEKHA6,Singleton
ROBO2,Singleton
KIF26B,Singleton
PPARGC1B,Singleton
CD5,Singleton
RORC,Singleton
PTH1R,Singleton
DOK2,Singleton
AKAP11,Singleton
SOD3,Singleton
ISLR,Singleton
C1QTNF1,Singleton
YPEL2,Singleton
HOXD9,Singleton
DCHS1,Singleton
PRELP,Singleton
MFAP4,Singleton
NOVA1,Singleton
TSHZ2,Singleton
FGD2,Singleton
SCARF2,Singleton
B4GALT6,Singleton
MYO5C,Singleton
SLC22A3,Singleton
ARHGAP10,Singleton
LRRC17,Singleton
ITIH5,Singleton
LMO3,Singleton
EMX2,Singleton
GLCE,Singleton
ZFYVE9,Singleton
PDE8A,Singleton
LDB2,Singleton
INPP5J,Singleton
LMOD1,Singleton
PCDH10,Singleton
SHISA2,Singleton
COL13A1,Singleton
F2RL3,Singleton
LAIR1,Singleton
PACS2,Singleton
DLX1,Singleton
SEMA3B,Singleton
MPPED2,Singleton
GPHN,Singleton
ITGA11,Singleton
ROBO4,Singleton
PALMD,Singleton
SPTLC3,Singleton
SH3BGRL2,Singleton
TMTC1,Singleton
ESAM,Singleton
SRPX2,Singleton
SCN7A,Singleton
CD180,Singleton
EGFL7,Singleton
TCF21,Singleton
EBF3,Singleton
RAB11FIP3,Singleton
ARHGEF15,Singleton
ASTN2,Singleton
SLITRK5,Singleton
GIPR,Singleton
MEOX2,Singleton
CYP39A1,Singleton
CH25H,Singleton
TMEM100,Singleton
GIMAP4,Singleton
LRRN3,Singleton
WNT2B,Singleton
ZNF423,Singleton
DENND5B,Singleton
TRIM3,Singleton
MRGPRF,Singleton
PRG4,Singleton
ZDHHC14,Singleton
VIPR2,Singleton
KIAA1522,Singleton
RAMP3,Singleton
HECTD4,Singleton
SCUBE2,Singleton
HOXB5,Singleton
TARBP1,Singleton
NTSR1,Singleton
STARD8,Singleton
APCDD1,Singleton
MAB21L1,Singleton
GIMAP5,Singleton
SH2D1A,Singleton
CETP,Singleton
CLEC3B,Singleton
HRH1,Singleton
FMN2,Singleton
AFAP1L2,Singleton
GIMAP6,Singleton
MATN3,Singleton
FOXF2,Singleton
MGAM,Singleton
SGPP2,Singleton
ECM2,Singleton
HKDC1,Singleton
GDF10,Singleton
PODN,Singleton
PIEZO2,Singleton
KCNE1,Singleton
AVPR2,Singleton
DNAH5,Singleton
TMEM54,Singleton
MPZ,Singleton
PLCXD3,Singleton
FAM110B,Singleton
GJA4,Singleton
TRHDE,Singleton
NDUFA4L2,Singleton
MYOC,Singleton
IGDCC4,Singleton
ARHGEF28,Singleton
NCKAP5,Singleton
TPSAB1,Singleton
GSTT2,Singleton
RSPO1,Singleton
ARHGEF37,Singleton
GIMAP8,Singleton
DNAH11,Singleton
NUDT12,Singleton
SNX24,Singleton
SCARF1,Singleton
ZHX1,Singleton
TMEM117,Singleton
ZBED3,Singleton
HTR1F,Singleton
SLC26A9,Singleton
KLB,Singleton
SH3RF3,Singleton
SLCO4C1,Singleton
SLC27A6,Singleton
ZBTB12,Singleton
TMEM8B,Singleton
TRIM45,Singleton
REM1,Singleton
GIMAP7,Singleton
ZBTB8A,Singleton
LGI4,Singleton
TPSB2,Singleton
IMMP2L,Singleton
HAS1,Singleton
PRIMA1,Singleton
TACR2,Singleton
TMEM204,Singleton
IL1RAPL2,Singleton
CYP4X1,Singleton
ZNF436,Singleton
CNTNAP3,Singleton
TNFSF18,Singleton
TNFAIP8L3,Singleton
ZNF32,Singleton
COL6A6,Singleton
CAPN8,Singleton
S100A5,Singleton
AMY2B,Singleton
EVA1C,Singleton
MAP1LC3C,Singleton
APOL4,Singleton
ZFY,Singleton
CHRDL2,Singleton
PRCD,Singleton
RAB40AL,Singleton
TMEM255B,Singleton
ADM5,Singleton
INSIG2,Singleton
BZW2,Singleton
MRPL17,Singleton
MRPS33,Singleton
SSR1,Singleton
IRF2BP2,Singleton
CAPZA1,Singleton
TRIM37,Singleton
OSBPL8,Singleton
SERTAD2,Singleton
HABP4,Singleton
PTDSS1,Singleton
SCAMP1,Singleton
ATP6V1H,Singleton
KIFAP3,Singleton
PDCD10,Singleton
PCMTD1,Singleton
AP3S1,Singleton
MGAT2,Singleton
NUMB,Singleton
ARCN1,Singleton
RALB,Singleton
SCOC,Singleton
UBFD1,Singleton
HPS1,Singleton
GALNT1,Singleton
GFM1,Singleton
BRD8,Singleton
CEP152,Singleton
TLK1,Singleton
FNIP1,Singleton
PPP2R2A,Singleton
TMED5,Singleton
CNNM2,Singleton
PHF20,Singleton
RGS19,Singleton
MFHAS1,Singleton
C1GALT1,Singleton
MCRS1,Singleton
KIF2A,Singleton
LRRC8A,Singleton
UVRAG,Singleton
WDR7,Singleton
ITFG1,Singleton
MEPCE,Singleton
BUD31,Singleton
USP46,Singleton
MKKS,Singleton
HILPDA,Singleton
POLD3,Singleton
INTS6,Singleton
RNF4,Singleton
CNPY3,Singleton
TULP4,Singleton
PAF1,Singleton
ZFP64,Singleton
MED31,Singleton
KCTD10,Singleton
DBNL,Singleton
DIABLO,Singleton
COPS3,Singleton
TBL2,Singleton
DNAJC11,Singleton
CKLF,Singleton
SNAP29,Singleton
FAM171B,Singleton
SPG21,Singleton
CHMP2A,Singleton
BNIP1,Singleton
ALKBH4,Singleton
ZNF174,Singleton
MTIF2,Singleton
NMNAT1,Singleton
ZCCHC4,Singleton
TSFM,Singleton
SAP130,Singleton
CWC25,Singleton
BOLA3,Singleton
METTL5,Singleton
COG4,Singleton
GRPEL2,Singleton
LAMTOR2,Singleton
ZNF408,Singleton
SLC37A1,Singleton
ZNF771,Singleton
SCO1,Singleton
RALGAPA2,Singleton
RINT1,Singleton
ZNF143,Singleton
METTL2B,Singleton
CASD1,Singleton
HDDC2,Singleton
IL17D,Singleton
CHCHD4,Singleton
HSPBP1,Singleton
MRPL55,Singleton
SLC25A45,Singleton
COL23A1,Singleton
CABYR,Singleton
NUDT15,Singleton
RPS19BP1,Singleton
GLUD2,Singleton
TMEM41A,Singleton
SNAP47,Singleton
TSR2,Singleton
CTU1,Singleton
CMC2,Singleton
RDH14,Singleton
RPH3AL,Singleton
CAMKMT,Singleton
NDUFAF2,Singleton
ZSWIM4,Singleton
MRPL54,Singleton
GALNT18,Singleton
RDH12,Singleton
PDZD11,Singleton
NOSTRIN,Singleton
RHOV,Singleton
RBAK,Singleton
ODF3B,Singleton
PSORS1C1,Singleton
CCDC66,Singleton
NCCRP1,Singleton
TMEM88,Singleton
ABHD17C,Singleton
DEGS2,Singleton
GAPDHS,Singleton
ZNF175,Singleton
A2ML1,Singleton
SHROOM1,Singleton
BNIPL,Singleton
SERHL2,Singleton
ZFP28,Singleton
TMEM17,Singleton
SERP2,Singleton
CNFN,Singleton
JAKMIP3,Singleton
C2CD4B,Singleton
IGFLR1,Singleton
EPHX3,Singleton
WFDC3,Singleton
EMC4,Singleton
MCEMP1,Singleton
TMEM74,Singleton
HFM1,Singleton
ZNF717,Singleton
ZNF432,Singleton
XKRX,Singleton
CA13,Singleton
STX19,Singleton
SLC25A43,Singleton
GPR174,Singleton
HHIPL1,Singleton
CCL3L1,Singleton
CCDC184,Singleton
TDRD6,Singleton
CCDC171,Singleton
CFAP36,Singleton
ZNF567,Singleton
TMEM236,Singleton
IRGM,Singleton
SLC45A1,Singleton
TAS1R3,Singleton
HSD11B1L,Singleton
TSNARE1,Singleton
ZNF77,Singleton
IGLL5,Singleton
FAM200A,Singleton
ZNF454,Singleton
ITGAD,Singleton
FCRL2,Singleton
ZNF879,Singleton
XCL2,Singleton
SLFN14,Singleton
ZNF596,Singleton
CLEC17A,Singleton
ASTL,Singleton
MS4A4E,Singleton
TTC24,Singleton
CCL4L1,Singleton
XPO7,Singleton
DNAJA2,Singleton
ITPA,Singleton
ABHD14B,Singleton
NISCH,Singleton
CUTA,Singleton
EXOC7,Singleton
EPB41L5,Singleton
CCNL2,Singleton
RNPEP,Singleton
MAN2C1,Singleton
GOSR2,Singleton
RBM5,Singleton
POP5,Singleton
CDK5RAP2,Singleton
ING4,Singleton
DCAF13,Singleton
CBX1,Singleton
AGGF1,Singleton
PATZ1,Singleton
TRA2A,Singleton
ERCC5,Singleton
EIF4G3,Singleton
ACYP1,Singleton
NXF1,Singleton
LUZP1,Singleton
NOL10,Singleton
MLYCD,Singleton
CCP110,Singleton
NUFIP1,Singleton
UTP20,Singleton
PPP1R7,Singleton
IMPACT,Singleton
PDCD11,Singleton
RCN2,Singleton
PIGO,Singleton
LZTR1,Singleton
METAP2,Singleton
BCCIP,Singleton
STX16,Singleton
SNX1,Singleton
TRMT112,Singleton
DDHD1,Singleton
POLR1A,Singleton
ZKSCAN3,Singleton
WDR3,Singleton
PALB2,Singleton
PIGL,Singleton
DTYMK,Singleton
URB2,Singleton
DDX10,Singleton
TCFL5,Singleton
XPO5,Singleton
PNKD,Singleton
STX12,Singleton
NVL,Singleton
BMS1,Singleton
LETMD1,Singleton
EXOSC1,Singleton
TSN,Singleton
WDR18,Singleton
GEMIN5,Singleton
SF3B5,Singleton
MZF1,Singleton
OFD1,Singleton
FARP2,Singleton
MFF,Singleton
ITFG2,Singleton
GMPPA,Singleton
PRPS2,Singleton
NSL1,Singleton
PTPN9,Singleton
RNF6,Singleton
TRMT1,Singleton
ARFIP2,Singleton
PASK,Singleton
TMEM41B,Singleton
SACM1L,Singleton
SAV1,Singleton
GEMIN7,Singleton
ZMYM4,Singleton
CCDC28A,Singleton
POMT1,Singleton
DCUN1D5,Singleton
UPF3A,Singleton
RAD17,Singleton
WDR55,Singleton
ATG2B,Singleton
CIR1,Singleton
IFT172,Singleton
NME6,Singleton
PIH1D1,Singleton
GSPT2,Singleton
PMS1,Singleton
THNSL1,Singleton
CNTRL,Singleton
STXBP3,Singleton
KLC4,Singleton
GAS8,Singleton
AKAP10,Singleton
SDAD1,Singleton
LEPROTL1,Singleton
PEX12,Singleton
COX19,Singleton
ALG14,Singleton
PREB,Singleton
DNAJC24,Singleton
TADA2A,Singleton
FAM114A2,Singleton
KPNA5,Singleton
DPP3,Singleton
INTS5,Singleton
BRCC3,Singleton
ZC3H14,Singleton
SFXN2,Singleton
PAQR3,Singleton
VPS25,Singleton
DDRGK1,Singleton
RIOK1,Singleton
CDC42EP5,Singleton
NAGPA,Singleton
ECSIT,Singleton
ZNF350,Singleton
SPNS1,Singleton
PGAP3,Singleton
COMMD10,Singleton
SDHAF1,Singleton
TLCD2,Singleton
SLC35B3,Singleton
HRNR,Singleton
ELMOD2,Singleton
ARL13B,Singleton
MKRN2,Singleton
SYTL3,Singleton
GMPR2,Singleton
RBM23,Singleton
EVC2,Singleton
RASSF9,Singleton
CCR10,Singleton
FLYWCH1,Singleton
FAXC,Singleton
THAP2,Singleton
ALDH8A1,Singleton
NHLH1,Singleton
GPR108,Singleton
ORMDL1,Singleton
TRIM65,Singleton
SMN2,Singleton
NELFCD,Singleton
ZDHHC4,Singleton
ILKAP,Singleton
FBXO16,Singleton
PPP1R37,Singleton
ASIC4,Singleton
TMEM178B,Singleton
ZBTB42,Singleton
PELI3,Singleton
ZSCAN29,Singleton
CACTIN,Singleton
ERP27,Singleton
MYBPHL,Singleton
FAM131C,Singleton
DHRSX,Singleton
ESPNL,Singleton
FAM43B,Singleton
CEP83,Singleton
ZSCAN20,Singleton
TMEM240,Singleton
GLTPD2,Singleton
KCP,Singleton
ZNF502,Singleton
OARD1,Singleton
AMY2A,Singleton
VSTM5,Singleton
EDRF1,Singleton
GPR150,Singleton
LDLRAD2,Singleton
GRB2,Singleton
YWHAQ,Singleton
AKR1A1,Singleton
HSPE1,Singleton
SDHB,Singleton
EEF1B2,Singleton
ACADVL,Singleton
HDAC1,Singleton
ADAR,Singleton
HADHB,Singleton
HMGN1,Singleton
SHMT2,Singleton
GCLM,Singleton
DECR1,Singleton
SLC25A4,Singleton
NNT,Singleton
SUMO2,Singleton
DIAPH1,Singleton
CBL,Singleton
OPTN,Singleton
OGDH,Singleton
ADIPOR2,Singleton
ACTR2,Singleton
LRPPRC,Singleton
TARDBP,Singleton
AGL,Singleton
SLC1A5,Singleton
MFN2,Singleton
CLPX,Singleton
ATP6V1C1,Singleton
BIN1,Singleton
NUP210,Singleton
GLUD1,Singleton
PDLIM5,Singleton
PMPCA,Singleton
DNPEP,Singleton
HNRNPC,Singleton
ALAS1,Singleton
CKAP5,Singleton
DCAF6,Singleton
PGM1,Singleton
AGPAT3,Singleton
IPO5,Singleton
RPL37,Singleton
RANBP2,Singleton
MTA2,Singleton
RIF1,Singleton
HEATR1,Singleton
NACA,Singleton
XPOT,Singleton
HINT1,Singleton
PSEN1,Singleton
EIF3A,Singleton
OAZ1,Singleton
IKBKG,Singleton
RRS1,Singleton
HMGN2,Singleton
HNRNPH1,Singleton
PFKM,Singleton
STK11,Singleton
ANP32B,Singleton
BOK,Singleton
RPS6KA3,Singleton
COX6A1,Singleton
HIGD2A,Singleton
CNBP,Singleton
FAH,Singleton
SMC3,Singleton
SF3B1,Singleton
MYO18A,Singleton
AP1S2,Singleton
ATP6V1F,Singleton
TNPO1,Singleton
KCNJ12,Singleton
MYL12A,Singleton
UBR5,Singleton
ACOT7,Singleton
RRP1B,Singleton
NCOR1,Singleton
USP7,Singleton
POLR2I,Singleton
SLC9A1,Singleton
MEN1,Singleton
LAPTM4A,Singleton
MORF4L2,Singleton
KHDRBS1,Singleton
EIF3E,Singleton
COX5B,Singleton
RBBP4,Singleton
COX4I1,Singleton
TOP2B,Singleton
POLG,Singleton
ACTL6A,Singleton
NPM3,Singleton
NUFIP2,Singleton
CBX3,Singleton
RBM39,Singleton
CHCHD2,Singleton
MAP2K7,Singleton
BAK1,Singleton
EIF4A3,Singleton
COX8A,Singleton
CDK7,Singleton
HNRNPR,Singleton
LDB1,Singleton
SERINC1,Singleton
PPA1,Singleton
BLVRB,Singleton
PPP2R5A,Singleton
NUP93,Singleton
POLG2,Singleton
FABP3,Singleton
GHITM,Singleton
ATP6V1B2,Singleton
COX6B1,Singleton
DDX6,Singleton
TWF2,Singleton
STIM1,Singleton
NUP133,Singleton
SRP14,Singleton
YY1,Singleton
U2AF1,Singleton
RPL36AL,Singleton
CDCA4,Singleton
RPIA,Singleton
CDC5L,Singleton
MRPL12,Singleton
CDK9,Singleton
PRDX5,Singleton
NBN,Singleton
TBP,Singleton
CEP57,Singleton
MAP7D1,Singleton
UGGT1,Singleton
CDCA7,Singleton
RPAP1,Singleton
TERF2IP,Singleton
ZNF451,Singleton
P4HTM,Singleton
SLC5A3,Singleton
E2F8,Singleton
RAD51C,Singleton
SLC38A6,Singleton
PARP2,Singleton
CTCF,Singleton
GMFB,Singleton
BAG4,Singleton
DUSP22,Singleton
UBR7,Singleton
HDAC3,Singleton
CDC73,Singleton
HERC5,Singleton
DDX11,Singleton
TCF19,Singleton
E2F4,Singleton
EIF2S3,Singleton
IPO4,Singleton
PIGF,Singleton
DCAF10,Singleton
EAF2,Singleton
GINS3,Singleton
NGRN,Singleton
NDUFA3,Singleton
SLC38A7,Singleton
PPAN,Singleton
PABPN1,Singleton
INTS9,Singleton
MYCBP,Singleton
DCPS,Singleton
ZFP91,Singleton
IER3IP1,Singleton
EFCAB11,Singleton
DYNLT1,Singleton
THAP11,Singleton
TUBA3E,Singleton
DCD,Singleton
SARS2,Singleton
CUL3,Singleton
NDUFB11,Singleton
SDHD,Singleton
NDUFS7,Singleton
BRI3,Singleton
XYLB,Singleton
PSME4,Singleton
ONECUT2,Singleton
RAB6A,Singleton
DLAT,Singleton
PRKAR2A,Singleton
AHCYL1,Singleton
CNP,Singleton
AFF3,Singleton
QDPR,Singleton
GPD1L,Singleton
PDHA1,Singleton
NR5A2,Singleton
ANXA7,Singleton
PEA15,Singleton
CIDEA,Singleton
INPP4A,Singleton
SMARCD3,Singleton
HIF1AN,Singleton
CFL2,Singleton
PGM2L1,Singleton
RAB7A,Singleton
AKAP5,Singleton
TBC1D8,Singleton
USP13,Singleton
RNF11,Singleton
PCSK7,Singleton
FHOD3,Singleton
RAP2A,Singleton
TOX4,Singleton
NDUFB10,Singleton
ENOPH1,Singleton
EIF3K,Singleton
MAML3,Singleton
LRRC20,Singleton
UBE2A,Singleton
TSPAN5,Singleton
NDUFB6,Singleton
SH3BGR,Singleton
FAM111A,Singleton
NDUFV3,Singleton
SNAP23,Singleton
CDK14,Singleton
TRIM36,Singleton
PPM1H,Singleton
CIDEC,Singleton
GFOD1,Singleton
NDUFA7,Singleton
MAP1LC3A,Singleton
NDUFS4,Singleton
TRIM5,Singleton
NDUFA12,Singleton
GRIK5,Singleton
NDUFA6,Singleton
SLC30A3,Singleton
KLHL35,Singleton
EXOG,Singleton
POLR2H,Singleton
MR1,Singleton
TMCC2,Singleton
TMEM106C,Singleton
COX7A1,Singleton
SRGAP2,Singleton
HOXB6,Singleton
SLC13A5,Singleton
SFXN3,Singleton
REPS2,Singleton
GNAZ,Singleton
SPATA13,Singleton
SLC27A5,Singleton
RNF145,Singleton
CBLN1,Singleton
ILVBL,Singleton
YPEL1,Singleton
HOXA7,Singleton
MLXIP,Singleton
RAD51B,Singleton
BTN2A2,Singleton
GPR155,Singleton
MBOAT2,Singleton
ERMAP,Singleton
COMTD1,Singleton
MARK4,Singleton
