okved,cluster
SLC9A9,Singleton
CDK3,Singleton
KLHL2,Singleton
GRM2,Singleton
PARD6A,Singleton
THRSP,Singleton
RNF31,Singleton
NT5M,Singleton
ZNF493,Singleton
EDC4,Singleton
ZC3H4,Singleton
CHRM4,Singleton
RAB34,Singleton
FUNDC1,Singleton
RAP1GDS1,Singleton
DNAH2,Singleton
CAPS,Singleton
SEC11A,Singleton
SPEF1,Singleton
EDC3,Singleton
IGSF9,Singleton
SECISBP2,Singleton
ZNF484,Singleton
NECAP1,Singleton
PAPOLG,Singleton
RABGGTA,Singleton
SLC38A5,Singleton
LMBR1L,Singleton
NIPA1,Singleton
CTNNBL1,Singleton
LACC1,Singleton
TTLL4,Singleton
APBA3,Singleton
NLRC3,Singleton
ZNF33B,Singleton
WDFY4,Singleton
RSPH1,Singleton
KRI1,Singleton
ANXA9,Singleton
TBX19,Singleton
SLC2A12,Singleton
ZNF282,Singleton
RHBDD2,Singleton
SLC16A12,Singleton
ZNF613,Singleton
GAL3ST4,Singleton
SPTSSB,Singleton
GNGT2,Singleton
ZNF254,Singleton
ZNF385A,Singleton
OGFOD2,Singleton
IGSF10,Singleton
SHISA3,Singleton
ZC3H18,Singleton
FBXL17,Singleton
HEXIM2,Singleton
BUD13,Singleton
TGM5,Singleton
TMCO6,Singleton
GSC,Singleton
FFAR4,Singleton
WWC3,Singleton
TTL,Singleton
ATPAF1,Singleton
MED29,Singleton
KLRC1,Singleton
TMEM52,Singleton
ASPRV1,Singleton
PROB1,Singleton
PRTFDC1,Singleton
GALNT15,Singleton
PKD1L2,Singleton
CAPS2,Singleton
DMRT2,Singleton
KLHDC1,Singleton
TIGIT,Singleton
LCA5,Singleton
ARSI,Singleton
SLC46A2,Singleton
ABHD12B,Singleton
HOGA1,Singleton
THSD7B,Singleton
KBTBD3,Singleton
PAAF1,Singleton
ZNF827,Singleton
FOCAD,Singleton
PLAC9,Singleton
TNMD,Singleton
MRAP,Singleton
GPALPP1,Singleton
HAAO,Singleton
MTCH2,Singleton
NFATC2,Singleton
TSPAN2,Singleton
CETN3,Singleton
AGPAT5,Singleton
CBX7,Singleton
TAF4B,Singleton
CBFA2T3,Singleton
MCPH1,Singleton
SLC24A3,Singleton
SAE1,Singleton
ECD,Singleton
HMGN5,Singleton
PLXDC2,Singleton
CACNA2D2,Singleton
ITGB3BP,Singleton
TWIST2,Singleton
MCM8,Singleton
SNAPC3,Singleton
SLC5A1,Singleton
AMN,Singleton
CYP4F12,Singleton
NIPSNAP3A,Singleton
GMPS,Singleton
ARHGEF19,Singleton
NPPB,Singleton
CDHR5,Singleton
CDHR2,Singleton
SLC15A1,Singleton
CRYBB1,Singleton
NUBP1,Singleton
GUCY2C,Singleton
MYO1A,Singleton
GRIP2,Singleton
CYSLTR2,Singleton
CHRM2,Singleton
CACNA1F,Singleton
B3GNT7,Singleton
DPP9,Singleton
FOXH1,Singleton
ZFYVE21,Singleton
TBC1D22B,Singleton
GALR2,Singleton
KLHDC10,Singleton
HOXB9,Singleton
ZDHHC3,Singleton
RNF126,Singleton
CHP2,Singleton
FAM204A,Singleton
GHRHR,Singleton
LRRC49,Singleton
KBTBD7,Singleton
PYY,Singleton
FANCE,Singleton
AFMID,Singleton
AGRP,Singleton
IL5,Singleton
THYN1,Singleton
TFPT,Singleton
LTK,Singleton
RIOK2,Singleton
SPATA7,Singleton
LYRM2,Singleton
DNAL1,Singleton
MUC5AC,Singleton
PTPDC1,Singleton
TXNDC16,Singleton
NKIRAS2,Singleton
UPK3B,Singleton
MUC2,Singleton
DUOX1,Singleton
ST8SIA6,Singleton
GALNT5,Singleton
MTX3,Singleton
HSD3B2,Singleton
TMEM87B,Singleton
FOXRED1,Singleton
GOLGA5,Singleton
SHQ1,Singleton
EOGT,Singleton
NFKBID,Singleton
TCEAL3,Singleton
PAPLN,Singleton
SSTR5,Singleton
VEPH1,Singleton
FAM110C,Singleton
SCGB3A1,Singleton
CBLC,Singleton
PIK3C2G,Singleton
NEK4,Singleton
P2RX6,Singleton
ZNF235,Singleton
ZNF562,Singleton
QSOX2,Singleton
PM20D2,Singleton
ABHD10,Singleton
RWDD2A,Singleton
SCFD2,Singleton
ZNF606,Singleton
DACT3,Singleton
TXNDC11,Singleton
ZFP14,Singleton
EMC1,Singleton
NANP,Singleton
TBC1D12,Singleton
UNC5CL,Singleton
UBAC2,Singleton
DUOXA1,Singleton
ALKBH8,Singleton
SPIN4,Singleton
FBXO8,Singleton
KLHL42,Singleton
DUSP19,Singleton
ASPG,Singleton
HEATR5B,Singleton
GPN2,Singleton
CD200R1,Singleton
BIVM,Singleton
CYP11B1,Singleton
MRO,Singleton
ZNF551,Singleton
ZNF343,Singleton
TMEM125,Singleton
ZNF226,Singleton
IP6K3,Singleton
RDM1,Singleton
FBXO17,Singleton
PWWP2A,Singleton
L3HYPDH,Singleton
CHAMP1,Singleton
ABHD13,Singleton
FBXO27,Singleton
ZNF678,Singleton
MFSD8,Singleton
LPAR5,Singleton
SLFN12L,Singleton
ZNF585B,Singleton
ZNF337,Singleton
BEST2,Singleton
ZXDA,Singleton
SDR42E1,Singleton
TMEM181,Singleton
ZSCAN22,Singleton
LYRM9,Singleton
SPIDR,Singleton
TMEM248,Singleton
ZKSCAN8,Singleton
HDX,Singleton
PARP15,Singleton
LYSMD4,Singleton
DTD2,Singleton
ZNF785,Singleton
B3GNT8,Singleton
DENND6A,Singleton
RAB6C,Singleton
KLK14,Singleton
ZNF317,Singleton
TMEM218,Singleton
VSIG8,Singleton
ZNF658,Singleton
GGT6,Singleton
TMEM260,Singleton
ZNF449,Singleton
SMIM20,Singleton
ZNF823,Singleton
DAND5,Singleton
ATAD3C,Singleton
ARHGEF35,Singleton
TRMT44,Singleton
ZG16B,Singleton
C2CD4D,Singleton
PXT1,Singleton
KCNA1,Singleton
KCNH1,Singleton
GRM7,Singleton
FUT9,Singleton
DCX,Singleton
GNG3,Singleton
SLC24A2,Singleton
SCN1A,Singleton
TNR,Singleton
DPYSL5,Singleton
MYT1L,Singleton
PCDH11X,Singleton
CAMKV,Singleton
LYPD1,Singleton
PRMT8,Singleton
OLIG2,Singleton
KCNJ6,Singleton
NCAN,Singleton
SYT4,Singleton
RGS7,Singleton
CACNG7,Singleton
SLC4A10,Singleton
PCDH8,Singleton
MYT1,Singleton
PCDH15,Singleton
CDH10,Singleton
HCN1,Singleton
FGF14,Singleton
OLIG1,Singleton
KCNA4,Singleton
GABRA3,Singleton
GABRA5,Singleton
SYT13,Singleton
STXBP5L,Singleton
OPRK1,Singleton
TRPC5,Singleton
NDP,Singleton
KCNK10,Singleton
GABRB1,Singleton
ACTL6B,Singleton
DLL3,Singleton
CNTN5,Singleton
SERPINI2,Singleton
SYT5,Singleton
SLCO1A2,Singleton
DPP10,Singleton
GPR12,Singleton
GLRA3,Singleton
SYNPR,Singleton
GPC5,Singleton
LRRTM3,Singleton
SLITRK1,Singleton
GABRQ,Singleton
ZMAT4,Singleton
NECAB1,Singleton
LHFPL3,Singleton
SLC6A11,Singleton
SORCS3,Singleton
NRG3,Singleton
RALYL,Singleton
NTSR2,Singleton
SYT6,Singleton
LUZP2,Singleton
KHDRBS2,Singleton
NRSN1,Singleton
SVOP,Singleton
NDST3,Singleton
CREG2,Singleton
SLC7A14,Singleton
RS1,Singleton
LRRTM1,Singleton
LRRTM4,Singleton
CNTN6,Singleton
PHYHIPL,Singleton
LIX1,Singleton
PCDHA6,Singleton
KCTD16,Singleton
FSTL5,Singleton
CBLN2,Singleton
SV2C,Singleton
MPPED1,Singleton
SLITRK3,Singleton
SYTL5,Singleton
ANKRD34C,Singleton
CAMK2N2,Singleton
PCDH11Y,Singleton
GPR26,Singleton
LRTM2,Singleton
FRRS1L,Singleton
OLFM3,Singleton
CDH12,Singleton
ZDHHC22,Singleton
VSX1,Singleton
ASIC2,Singleton
GABRG1,Singleton
CLVS2,Singleton
TMEM179,Singleton
CABP7,Singleton
RBP3,Singleton
GSG1L,Singleton
TMEM132D,Singleton
ETNPPL,Singleton
CNTNAP4,Singleton
HEPACAM,Singleton
HS3ST5,Singleton
NKAIN4,Singleton
VSTM2A,Singleton
KCNK9,Singleton
PRR18,Singleton
AMER2,Singleton
BRINP3,Singleton
UPP2,Singleton
LRFN2,Singleton
CLVS1,Singleton
GPR52,Singleton
LRRC3B,Singleton
CKMT1A,Singleton
DACH2,Singleton
LHFPL4,Singleton
CA10,Singleton
HS3ST4,Singleton
CA7,Singleton
KCNK4,Singleton
TCEAL6,Singleton
PLK5,Singleton
CBLN4,Singleton
OPALIN,Singleton
KCTD4,Singleton
RPRML,Singleton
BTBD17,Singleton
COL20A1,Singleton
ABCC12,Singleton
ATOH7,Singleton
SHD,Singleton
TMEM196,Singleton
SLC39A12,Singleton
RXFP1,Singleton
LRRC55,Singleton
NLGN4Y,Singleton
C1QL2,Singleton
COL26A1,Singleton
KLRC2,Singleton
RIPPLY2,Singleton
CLEC2L,Singleton
SERTM1,Singleton
NYAP2,Singleton
MAGEC3,Singleton
SIAH3,Singleton
NKAIN3,Singleton
NWD2,Singleton
CALHM1,Singleton
RFPL1,Singleton
FNDC9,Singleton
VWC2L,Singleton
TMEM88B,Singleton
AMER3,Singleton
OSTN,Singleton
DBX2,Singleton
CCDC160,Singleton
TMEM52B,Singleton
FREM3,Singleton
MAGEE2,Singleton
IGFL4,Singleton
GJD4,Singleton
TUNAR,Singleton
WDR49,Singleton
KRTAP5-2,Singleton
LCN15,Singleton
ASCL5,Singleton
PRB2,Singleton
DMRTC1,Singleton
OR13J1,Singleton
BRCA1,Singleton
PCNA,Singleton
TOP2A,Singleton
CCNA2,Singleton
MKI67,Singleton
CDK1,Singleton
LMNB1,Singleton
ZWINT,Singleton
RRM2,Singleton
CDK2,Singleton
CDC20,Singleton
UBE2C,Singleton
PLK1,Singleton
CDC25A,Singleton
BIRC5,Singleton
DTL,Singleton
BUB1,Singleton
CCNB1,Singleton
FEN1,Singleton
MCM4,Singleton
TMPO,Singleton
BRCA2,Singleton
AURKB,Singleton
FOXM1,Singleton
MCM3,Singleton
SMC1A,Singleton
MYBL2,Singleton
EZH2,Singleton
PRC1,Singleton
MCM2,Singleton
HMGB2,Singleton
KIF20A,Singleton
TYMS,Singleton
CDC6,Singleton
NUSAP1,Singleton
KIF14,Singleton
TPX2,Singleton
SMC4,Singleton
MCM7,Singleton
ATAD2,Singleton
RACGAP1,Singleton
KPNA2,Singleton
TFDP1,Singleton
MCM5,Singleton
MAD2L1,Singleton
KIF2C,Singleton
RFC2,Singleton
ASPM,Singleton
BUB1B,Singleton
KIF11,Singleton
TK1,Singleton
CCNF,Singleton
RFC3,Singleton
CCNB2,Singleton
MCM6,Singleton
CDC45,Singleton
TRIP13,Singleton
MCM10,Singleton
CENPF,Singleton
RRM1,Singleton
CHEK2,Singleton
MSH2,Singleton
CSE1L,Singleton
ARHGAP11A,Singleton
UBE2S,Singleton
GINS2,Singleton
CKS2,Singleton
ANP32E,Singleton
PBK,Singleton
RANBP1,Singleton
KIF23,Singleton
POLE2,Singleton
RAD51,Singleton
TIMELESS,Singleton
CHEK1,Singleton
FANCI,Singleton
KIF18B,Singleton
SPAG5,Singleton
DHFR,Singleton
DLGAP5,Singleton
CENPA,Singleton
GINS1,Singleton
CEP55,Singleton
NCAPG,Singleton
TACC3,Singleton
ECT2,Singleton
BLM,Singleton
NCAPG2,Singleton
CENPE,Singleton
PTTG1,Singleton
KIF22,Singleton
GTSE1,Singleton
CKS1B,Singleton
ESPL1,Singleton
SKP2,Singleton
RFC4,Singleton
RFC5,Singleton
CCNE2,Singleton
HMMR,Singleton
EXO1,Singleton
KIF15,Singleton
PLK4,Singleton
CDT1,Singleton
TTK,Singleton
LIG1,Singleton
ASF1B,Singleton
HJURP,Singleton
CDCA8,Singleton
NEK2,Singleton
UHRF1,Singleton
USP1,Singleton
RNASEH2A,Singleton
HELLS,Singleton
NCAPH,Singleton
SHCBP1,Singleton
CDKN3,Singleton
SMC2,Singleton
CDCA5,Singleton
SUV39H1,Singleton
MYBL1,Singleton
FANCA,Singleton
CDC25C,Singleton
TOPBP1,Singleton
RAD51AP1,Singleton
KIF20B,Singleton
CENPN,Singleton
VRK1,Singleton
DSCC1,Singleton
CLSPN,Singleton
FBXO5,Singleton
CDCA3,Singleton
CHAF1A,Singleton
KIF4A,Singleton
SPC25,Singleton
DEPDC1,Singleton
BRIP1,Singleton
PRIM1,Singleton
RFWD3,Singleton
NDC80,Singleton
ORC1,Singleton
WDHD1,Singleton
ATAD5,Singleton
CDC7,Singleton
NCAPD3,Singleton
KNTC1,Singleton
PKMYT1,Singleton
STIL,Singleton
UBE2T,Singleton
CDCA2,Singleton
RAD54L,Singleton
XRCC2,Singleton
DSN1,Singleton
TRAIP,Singleton
ESCO2,Singleton
CKAP2,Singleton
TICRR,Singleton
KIF18A,Singleton
DBF4,Singleton
SKA3,Singleton
WDR62,Singleton
ERCC6L,Singleton
POLQ,Singleton
OIP5,Singleton
CENPO,Singleton
ORC6,Singleton
TROAP,Singleton
CENPU,Singleton
NEIL3,Singleton
VPS29,Singleton
PCDH1,Singleton
DAPP1,Singleton
RGS6,Singleton
ALS2CL,Singleton
MPZL2,Singleton
VCPIP1,Singleton
TTC1,Singleton
BAIAP3,Singleton
SLC14A1,Singleton
PHOSPHO1,Singleton
RLIM,Singleton
PRRG4,Singleton
MRPS18B,Singleton
ZRANB2,Singleton
SHOC2,Singleton
TLL1,Singleton
TTC13,Singleton
RAPGEFL1,Singleton
RBBP5,Singleton
SLC15A2,Singleton
ATOH8,Singleton
TXN2,Singleton
PRCC,Singleton
SLC41A2,Singleton
REXO4,Singleton
NR2C1,Singleton
SART3,Singleton
KLHL5,Singleton
CPNE8,Singleton
TRIM47,Singleton
G6PC3,Singleton
ACTR10,Singleton
SLC46A1,Singleton
YTHDC2,Singleton
USP39,Singleton
SNAPIN,Singleton
DBNDD1,Singleton
PRPF39,Singleton
MOCS1,Singleton
SOX13,Singleton
PDCL3,Singleton
NSUN7,Singleton
VTI1A,Singleton
TMEM98,Singleton
COL9A1,Singleton
TGS1,Singleton
MYO3A,Singleton
SUMF2,Singleton
NIF3L1,Singleton
DENND2A,Singleton
PYCR2,Singleton
CPSF2,Singleton
TEX14,Singleton
FREM1,Singleton
MRPL49,Singleton
REV1,Singleton
PLEKHG1,Singleton
ZNF638,Singleton
AFAP1L1,Singleton
ADAMTS15,Singleton
LOXL4,Singleton
ELP2,Singleton
DHRS4,Singleton
RNF111,Singleton
SPRYD4,Singleton
SPTBN5,Singleton
TTC27,Singleton
SDCBP2,Singleton
SCAMP3,Singleton
PEAR1,Singleton
KCNT2,Singleton
ACBD5,Singleton
ANGPT4,Singleton
FGGY,Singleton
THEM6,Singleton
CTDSPL2,Singleton
SLU7,Singleton
CUEDC2,Singleton
LAMTOR3,Singleton
MYH7B,Singleton
TNN,Singleton
RPUSD2,Singleton
QRSL1,Singleton
CWC22,Singleton
ZNF503,Singleton
CAPN7,Singleton
SYTL4,Singleton
RNF115,Singleton
CA8,Singleton
MRS2,Singleton
CPXM1,Singleton
SVIP,Singleton
EVA1A,Singleton
UBAP1,Singleton
MIOS,Singleton
NUMBL,Singleton
ZBTB11,Singleton
PI15,Singleton
CCDC124,Singleton
ZDHHC8,Singleton
FGFR1OP2,Singleton
EGFLAM,Singleton
CRISPLD1,Singleton
CCNJL,Singleton
NINJ2,Singleton
IWS1,Singleton
FAM153A,Singleton
MRPL10,Singleton
ZMAT2,Singleton
PRELID2,Singleton
RPRD1B,Singleton
RBM27,Singleton
CLEC4F,Singleton
CC2D1B,Singleton
GXYLT2,Singleton
CHSY3,Singleton
ZNF81,Singleton
CLCA4,Singleton
RPAP3,Singleton
CISD3,Singleton
MFAP1,Singleton
CASP12,Singleton
ZNF469,Singleton
ANGPTL1,Singleton
LRRC36,Singleton
IZUMO4,Singleton
PALM3,Singleton
TPRN,Singleton
TATDN3,Singleton
ADIRF,Singleton
B3GNT9,Singleton
GYPE,Singleton
GDF7,Singleton
MPP4,Singleton
BTBD8,Singleton
TBC1D25,Singleton
TTC36,Singleton
GPR141,Singleton
NCMAP,Singleton
IRX6,Singleton
DQX1,Singleton
ULBP3,Singleton
FBXO48,Singleton
RINL,Singleton
PRDM15,Singleton
SPNS3,Singleton
FBXO43,Singleton
TPSD1,Singleton
FGFBP2,Singleton
TAS2R10,Singleton
ZNF341,Singleton
VPS9D1,Singleton
LRFN1,Singleton
ZNF700,Singleton
ERICH5,Singleton
ZNF548,Singleton
ZNF561,Singleton
GPR89B,Singleton
TMEM185A,Singleton
TMEM233,Singleton
TMEM150B,Singleton
ZNF619,Singleton
ZNF71,Singleton
ZNF699,Singleton
SIGLEC16,Singleton
ETNK1,Singleton
SLC12A7,Singleton
VPS53,Singleton
OTUD7B,Singleton
GIT2,Singleton
PPCS,Singleton
DYRK3,Singleton
KLHL20,Singleton
HLCS,Singleton
NEK1,Singleton
ERC1,Singleton
DCP2,Singleton
PPTC7,Singleton
TRIP11,Singleton
ZFPM1,Singleton
VPS13A,Singleton
MAN1A2,Singleton
MNT,Singleton
DIXDC1,Singleton
KLHDC2,Singleton
NCOA7,Singleton
IPP,Singleton
CRYL1,Singleton
COL27A1,Singleton
UBA6,Singleton
DYM,Singleton
ACAP2,Singleton
RAD18,Singleton
SLC7A6,Singleton
RNF44,Singleton
TLE2,Singleton
SFXN1,Singleton
PLAGL2,Singleton
MTMR4,Singleton
GTF3A,Singleton
MFSD6,Singleton
TAOK3,Singleton
RYK,Singleton
L1TD1,Singleton
ZCWPW1,Singleton
RNF41,Singleton
PICK1,Singleton
PREP,Singleton
MDGA1,Singleton
ENPP5,Singleton
SNX11,Singleton
PPP1R2,Singleton
TLE6,Singleton
BBS10,Singleton
CISD2,Singleton
DCTN3,Singleton
MND1,Singleton
SLC25A28,Singleton
TTC14,Singleton
ALKBH5,Singleton
LRRFIP2,Singleton
ELMO2,Singleton
PPT2,Singleton
PRTG,Singleton
CENPH,Singleton
SLC25A40,Singleton
SPAG4,Singleton
PHF1,Singleton
MYH3,Singleton
BTBD9,Singleton
RGS17,Singleton
ZNF532,Singleton
FAM210B,Singleton
FBRSL1,Singleton
THEM4,Singleton
FAM131A,Singleton
IQCK,Singleton
EFCAB6,Singleton
UBAC1,Singleton
GEMIN8,Singleton
FNDC5,Singleton
C2CD3,Singleton
TTC26,Singleton
PABPC3,Singleton
GATAD1,Singleton
MED6,Singleton
RANBP17,Singleton
PIGX,Singleton
ZBED5,Singleton
SERGEF,Singleton
CCDC122,Singleton
AP3M1,Singleton
WDR25,Singleton
PARPBP,Singleton
MICU1,Singleton
CHAC2,Singleton
RASEF,Singleton
RILP,Singleton
SMU1,Singleton
RNF220,Singleton
ZDHHC11,Singleton
SNF8,Singleton
TTC12,Singleton
ITPRIP,Singleton
LRIF1,Singleton
ANAPC4,Singleton
SYAP1,Singleton
ANO5,Singleton
ANKRD35,Singleton
MMAA,Singleton
FHDC1,Singleton
WDR41,Singleton
TMC4,Singleton
TMEM223,Singleton
DTD1,Singleton
NOA1,Singleton
TSPAN17,Singleton
GLB1L2,Singleton
NUDT2,Singleton
KLHDC8B,Singleton
ASCC2,Singleton
XKR8,Singleton
ALKBH2,Singleton
RTN4RL2,Singleton
NKAP,Singleton
HCN3,Singleton
NICN1,Singleton
TPRG1L,Singleton
TDRP,Singleton
CARD6,Singleton
NXPE3,Singleton
ADCK1,Singleton
TMEM171,Singleton
BCDIN3D,Singleton
RUNDC1,Singleton
CDH24,Singleton
JAGN1,Singleton
ZDHHC12,Singleton
ZNF208,Singleton
DNPH1,Singleton
ZNF354A,Singleton
TIMM21,Singleton
FASTKD3,Singleton
IQCA1,Singleton
KIF12,Singleton
CIPC,Singleton
SLC2A11,Singleton
KBTBD12,Singleton
MPV17L2,Singleton
XXYLT1,Singleton
USB1,Singleton
SDR9C7,Singleton
KCTD18,Singleton
LRP2BP,Singleton
AAMDC,Singleton
RAB44,Singleton
ZNF576,Singleton
RMDN3,Singleton
EXOC3L4,Singleton
ZNF579,Singleton
VARS2,Singleton
RAET1E,Singleton
NDUFAF5,Singleton
UQCC1,Singleton
RHBDL2,Singleton
NCR3LG1,Singleton
ZNF48,Singleton
PTGES3L,Singleton
ZNF285,Singleton
ZNF404,Singleton
SLC10A5,Singleton
ANXA2R,Singleton
C3,Singleton
HP,Singleton
EPHX1,Singleton
C2,Singleton
ALB,Singleton
PAH,Singleton
APOC1,Singleton
AGT,Singleton
CFB,Singleton
SLC22A1,Singleton
FGA,Singleton
ITIH4,Singleton
SERPINA1,Singleton
F2,Singleton
TF,Singleton
ORM1,Singleton
ANG,Singleton
MAT1A,Singleton
FGB,Singleton
PLG,Singleton
ITIH3,Singleton
HNF4A,Singleton
VTN,Singleton
PROC,Singleton
TAT,Singleton
FTCD,Singleton
CPB2,Singleton
PON1,Singleton
NR1H4,Singleton
ARG1,Singleton
GJB1,Singleton
HSD17B6,Singleton
APCS,Singleton
MST1,Singleton
KNG1,Singleton
HRG,Singleton
APOA5,Singleton
CYP2C9,Singleton
SLC38A3,Singleton
C4BPA,Singleton
SERPIND1,Singleton
SLC2A2,Singleton
BAAT,Singleton
HPN,Singleton
HAO2,Singleton
NR1I2,Singleton
C4A,Singleton
DPYS,Singleton
C9,Singleton
CYP2D6,Singleton
FGG,Singleton
PRODH2,Singleton
AMBP,Singleton
C6,Singleton
ACOX2,Singleton
F7,Singleton
OTC,Singleton
ABCB11,Singleton
SERPINF2,Singleton
AGXT,Singleton
APOH,Singleton
SLC22A7,Singleton
ITIH1,Singleton
HGD,Singleton
ABCB4,Singleton
MBL2,Singleton
AFM,Singleton
SERPINC1,Singleton
FGL1,Singleton
GC,Singleton
C8A,Singleton
FMO3,Singleton
SDS,Singleton
HPX,Singleton
CYP4A11,Singleton
BHMT2,Singleton
ACSM5,Singleton
HPD,Singleton
GYS2,Singleton
SEC16B,Singleton
CYP2C8,Singleton
ANGPTL3,Singleton
ORM2,Singleton
APOC3,Singleton
HPR,Singleton
F11,Singleton
F9,Singleton
ADH4,Singleton
C8B,Singleton
FETUB,Singleton
ABCG8,Singleton
SERPINA10,Singleton
CYP8B1,Singleton
SLC10A1,Singleton
APOC2,Singleton
GLYCTK,Singleton
TDO2,Singleton
F12,Singleton
A1CF,Singleton
ADH6,Singleton
HGFAC,Singleton
ABCG5,Singleton
AADAC,Singleton
ADH1A,Singleton
HAO1,Singleton
UGT2B7,Singleton
TMPRSS6,Singleton
SAA4,Singleton
CYP4F2,Singleton
SLCO1B1,Singleton
CYP2A6,Singleton
AGXT2,Singleton
CIDEB,Singleton
SULT2A1,Singleton
AKR1C4,Singleton
SERPINA4,Singleton
INHBC,Singleton
BHMT,Singleton
UGT1A4,Singleton
CYP2B6,Singleton
UGT2B10,Singleton
ADH1C,Singleton
CFHR5,Singleton
UGT2B4,Singleton
CFHR2,Singleton
NAT2,Singleton
LPA,Singleton
F13B,Singleton
SLC28A1,Singleton
GBP7,Singleton
CFHR1,Singleton
SLC25A47,Singleton
CPN1,Singleton
UGT1A1,Singleton
SERPINA7,Singleton
UROC1,Singleton
CPN2,Singleton
ACOT12,Singleton
APOF,Singleton
GLYAT,Singleton
PLGLB2,Singleton
CYP2C18,Singleton
CFHR4,Singleton
CFHR3,Singleton
ACSM2B,Singleton
CYP2C19,Singleton
ACSM2A,Singleton
CYP4A22,Singleton
FCN2,Singleton
HABP2,Singleton
UGT2B15,Singleton
PGLYRP2,Singleton
DAO,Singleton
TM4SF5,Singleton
SERPINA11,Singleton
UGT1A9,Singleton
UGT1A3,Singleton
GLYATL1,Singleton
SLC22A10,Singleton
SLC22A18,Singleton
IMMT,Singleton
CIB1,Singleton
SRD5A1,Singleton
CHCHD3,Singleton
MANBA,Singleton
SRPK2,Singleton
EHMT2,Singleton
AFG3L2,Singleton
KLF3,Singleton
LPCAT1,Singleton
TMEM63A,Singleton
BTBD1,Singleton
STK24,Singleton
CELF1,Singleton
STAG2,Singleton
PKN2,Singleton
TET3,Singleton
ACD,Singleton
SYNJ1,Singleton
HIC2,Singleton
MREG,Singleton
GSTK1,Singleton
TMOD3,Singleton
RAP2B,Singleton
SMAGP,Singleton
PPM1B,Singleton
RAB27B,Singleton
CELSR3,Singleton
PJA2,Singleton
MFSD2A,Singleton
EML4,Singleton
RAC3,Singleton
PDS5B,Singleton
ENPP3,Singleton
ZBTB7B,Singleton
GPR137,Singleton
FDXR,Singleton
VAMP4,Singleton
TOR1AIP2,Singleton
TRIM27,Singleton
PRR13,Singleton
KPNA3,Singleton
STAG1,Singleton
SLC9A2,Singleton
SPAST,Singleton
RBM10,Singleton
SLC25A12,Singleton
CDCP1,Singleton
WDR45,Singleton
ATAD2B,Singleton
PARVB,Singleton
PDLIM2,Singleton
PHTF2,Singleton
FCHSD2,Singleton
TRIM14,Singleton
CD2BP2,Singleton
VPS33A,Singleton
MTF1,Singleton
KPNA6,Singleton
MACROD1,Singleton
SUCLA2,Singleton
PDHX,Singleton
FKBP3,Singleton
WWP1,Singleton
USP32,Singleton
SPTLC1,Singleton
PTPRA,Singleton
ARMC6,Singleton
DEAF1,Singleton
PLCXD1,Singleton
TBX6,Singleton
CYB5R4,Singleton
CLPB,Singleton
DYNLRB1,Singleton
COQ3,Singleton
RNF187,Singleton
SCAF11,Singleton
BRMS1,Singleton
ESRRB,Singleton
PEX14,Singleton
RANBP9,Singleton
STAM2,Singleton
MED27,Singleton
ORAI1,Singleton
UBR3,Singleton
RPP38,Singleton
BMP8A,Singleton
OTUB1,Singleton
GBP6,Singleton
NDRG3,Singleton
PQBP1,Singleton
USP28,Singleton
FBXO4,Singleton
FXR2,Singleton
MED8,Singleton
ZNF185,Singleton
RCAN3,Singleton
KATNA1,Singleton
RASAL1,Singleton
VPS45,Singleton
EML2,Singleton
NRL,Singleton
BRF2,Singleton
PMEL,Singleton
MSL1,Singleton
ALKBH1,Singleton
GDPD3,Singleton
FKBP15,Singleton
YAF2,Singleton
PIGM,Singleton
DMAP1,Singleton
TBCB,Singleton
HDAC8,Singleton
TP53I3,Singleton
FRG1,Singleton
PIGG,Singleton
MED9,Singleton
CWF19L1,Singleton
TRPM6,Singleton
ALG5,Singleton
TTC39C,Singleton
KCTD11,Singleton
E4F1,Singleton
FAM83G,Singleton
TBC1D20,Singleton
KCNE3,Singleton
IL20RB,Singleton
PAQR5,Singleton
ABCC10,Singleton
RABEP2,Singleton
KCNE2,Singleton
TUBGCP6,Singleton
KLHL31,Singleton
AOC2,Singleton
CEP120,Singleton
SLC44A3,Singleton
MLIP,Singleton
WDFY2,Singleton
ZNF589,Singleton
LTB4R,Singleton
PEBP4,Singleton
TMEM184A,Singleton
PRR15,Singleton
SLC50A1,Singleton
ABHD17A,Singleton
TMEM79,Singleton
KRT86,Singleton
TBC1D10A,Singleton
LAMTOR4,Singleton
FAM110A,Singleton
NMRK2,Singleton
ZNF266,Singleton
KRTAP5-9,Singleton
GID8,Singleton
TEN1,Singleton
ZNF296,Singleton
DOK3,Singleton
BMF,Singleton
PARVG,Singleton
CD37,Singleton
ARHGAP9,Singleton
SEMA4D,Singleton
PSD4,Singleton
TMC6,Singleton
PSTPIP1,Singleton
LATS2,Singleton
CCDC88B,Singleton
DAB1,Singleton
IL2RB,Singleton
RASAL3,Singleton
PLEKHA2,Singleton
QSOX1,Singleton
CD79B,Singleton
CCDC88C,Singleton
MAVS,Singleton
EXTL1,Singleton
SIRPB1,Singleton
FGD3,Singleton
ELF1,Singleton
EFR3B,Singleton
SLC4A1,Singleton
RYR3,Singleton
RNF125,Singleton
POU2F2,Singleton
TAGAP,Singleton
PCMTD2,Singleton
PITPNM3,Singleton
MFNG,Singleton
ZNF217,Singleton
PCDH18,Singleton
